pid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
48009,1609612055,1609612538,5,1.55,East Chelsea,Clinton East,Credit Card,7.5,2.7,13.5
59266,1609669988,1609670797,1,3.48,Sunnyside,Midtown North,Cash,14.0,0.0,17.3
230773,1610026688,1610027049,1,0.5,Lenox Hill East,Lenox Hill West,Cash,5.5,0.0,8.8
1226437,1612025135,1612025762,1,2.0,Upper West Side North,Yorkville West,Credit Card,9.0,2.65,15.95
873737,1611328569,1611328756,1,0.6,Times Sq/Theatre District,Midtown North,Cash,4.0,0.0,7.3
798433,1611215069,1611216662,1,4.4,Yorkville East,Gramercy,Credit Card,21.0,4.86,29.16
221413,1610020422,1610020904,1,1.6,Battery Park City,West Village,Credit Card,7.0,2.0,12.3
312027,1610195543,1610196862,1,4.67,Upper West Side North,Murray Hill,Credit Card,18.0,4.26,25.56
1002522,1611600538,1611601349,1,2.21,Upper West Side South,Midtown Center,Credit Card,10.5,2.96,17.76
414495,1610435287,1610437515,1,8.26,Murray Hill,Stuyvesant Heights,Cash,30.5,0.0,33.8
664450,1610910515,1610911012,1,2.83,Gramercy,Lenox Hill East,Cash,10.0,0.0,13.3
1076733,1611757993,1611758363,1,0.7,Lenox Hill West,Upper East Side North,Credit Card,5.5,1.75,10.55
1067061,1611748652,1611748801,1,0.51,Upper West Side North,Upper West Side South,Cash,4.0,0.0,7.3
946425,1611496590,1611497144,1,1.46,Upper East Side North,Upper West Side South,Credit Card,8.5,2.36,14.16
1253594,1612099109,1612099452,2,1.1,Little Italy/NoLiTa,Union Sq,Credit Card,6.0,1.7,11.0
722539,1611062922,1611062980,1,0.11,Murray Hill,Murray Hill,Credit Card,2.5,0.87,6.67
838812,1611258136,1611258509,2,0.85,Midtown North,Midtown East,Credit Card,6.0,1.7,12.0
1246653,1612090292,1612090530,1,0.47,Upper West Side North,Upper West Side South,Credit Card,4.5,2.34,10.14
760622,1611140341,1611140983,2,3.41,East Harlem North,Lenox Hill West,Cash,12.0,0.0,15.3
25845,1609580946,1609581317,1,1.55,Lincoln Square West,Midtown North,Credit Card,7.0,2.06,12.36
550978,1610657665,1610658329,1,2.9,Midtown East,West Village,Cash,11.0,0.0,14.8
324318,1610209973,1610210234,2,0.7,Lincoln Square East,Lincoln Square East,Credit Card,5.0,2.05,10.35
702171,1611008763,1611010928,1,14.64,LaGuardia Airport,Meatpacking/West Village West,Credit Card,43.0,9.36,56.16
760787,1611140291,1611140655,1,1.06,Upper East Side North,Upper West Side South,Cash,6.5,0.0,9.8
1118060,1611832246,1611832595,1,0.98,Upper East Side South,Midtown East,Credit Card,6.0,2.32,11.62
1262006,1612111151,1612112505,5,7.08,Greenwich Village South,Upper West Side North,Credit Card,23.5,5.36,32.16
523056,1610627414,1610628012,1,1.8,Midtown East,Yorkville East,Credit Card,8.5,2.35,14.15
1188788,1611938517,1611939422,6,2.84,Central Park,Clinton East,Cash,12.5,0.0,16.8
571685,1610717088,1610717333,1,0.6,Upper East Side South,Midtown East,Credit Card,5.0,1.25,9.55
957709,1611511160,1611511853,1,2.55,Upper West Side South,Sutton Place/Turtle Bay North,Credit Card,11.0,2.14,16.44
837272,1611251986,1611252806,3,2.16,Midtown Center,Upper East Side North,Credit Card,11.0,3.06,18.36
524857,1610629362,1610629519,1,0.92,Murray Hill,Sutton Place/Turtle Bay North,Credit Card,4.5,1.0,8.8
5,1609460189,1609460670,1,1.6,Stuy Town/Peter Cooper Village,East Chelsea,Credit Card,8.0,2.35,14.15
212885,1610003425,1610003939,1,2.5,Garment District,Lenox Hill West,Credit Card,9.5,2.0,14.8
1074976,1611754698,1611755293,1,1.52,Upper East Side South,Yorkville West,Credit Card,8.5,2.36,14.16
1014150,1611649770,1611650199,1,0.7,Central Harlem,Manhattanville,Cash,6.5,0.0,7.3
871259,1611326399,1611327165,1,2.5,Flatiron,Clinton East,Credit Card,11.0,3.55,17.85
215689,1610011668,1610012956,2,3.1,Penn Station/Madison Sq West,Upper East Side North,Cash,15.5,0.0,18.8
1066829,1611748141,1611748878,1,1.2,Lenox Hill East,Upper East Side North,Cash,9.0,0.0,12.3
753287,1611126431,1611127292,1,3.41,West Village,UN/Turtle Bay South,Credit Card,13.0,1.0,17.3
1102475,1611804027,1611804172,2,0.5,Clinton West,West Chelsea/Hudson Yards,Credit Card,4.0,0.0,7.8
642763,1610879168,1610880127,1,3.75,Upper West Side South,Hamilton Heights,Credit Card,14.5,3.56,21.36
427396,1610455848,1610456346,1,1.08,Yorkville East,Lenox Hill East,Cash,7.5,0.0,10.8
689732,1610984827,1610985174,1,0.8,Murray Hill,Murray Hill,Credit Card,5.5,1.32,10.12
14564,1609520134,1609520576,1,1.7,Upper East Side North,Upper East Side South,Cash,8.0,0.0,11.3
285685,1610122347,1610124177,5,8.89,SoHo,Yorkville West,Credit Card,29.0,6.66,39.96
1184253,1611934087,1611934648,1,1.69,UN/Turtle Bay South,Penn Station/Madison Sq West,Cash,8.0,0.0,11.3
757711,1611134782,1611135024,1,0.77,Lenox Hill West,Yorkville East,Credit Card,5.0,0.0,8.3
236828,1610034166,1610035196,1,3.37,Garment District,Kips Bay,Cash,12.0,0.0,15.3
560593,1610703549,1610703941,1,1.1,Greenwich Village North,TriBeCa/Civic Center,Credit Card,6.0,1.49,10.79
984247,1611581199,1611581472,1,0.68,Upper East Side South,Sutton Place/Turtle Bay North,Credit Card,5.0,1.5,9.8
1068100,1611747159,1611747952,1,1.88,Upper East Side South,Upper West Side South,Cash,10.5,0.0,13.8
162919,1609887200,1609887396,1,1.1,Upper East Side South,Murray Hill,Cash,5.0,0.0,8.8
85268,1609750522,1609751160,3,1.63,Yorkville West,Lenox Hill East,Credit Card,8.5,1.7,13.5
1091644,1611771007,1611771502,1,1.77,West Village,Kips Bay,Cash,8.0,0.0,12.3
1114069,1611830457,1611831199,1,1.65,East Harlem South,Yorkville East,Cash,9.0,0.0,12.3
1090071,1611768115,1611769202,1,2.7,Midtown South,Yorkville West,Credit Card,13.5,3.55,21.35
423454,1610451056,1610452143,1,3.59,Upper West Side North,Washington Heights South,Cash,15.0,0.0,18.3
1135609,1611849606,1611850684,1,3.44,Flatiron,Lenox Hill West,Credit Card,14.5,3.76,22.56
995801,1611593496,1611594156,1,2.15,Lenox Hill East,East Harlem North,Cash,9.0,0.0,13.3
673894,1610964270,1610965394,0,2.9,Hamilton Heights,Mott Haven/Port Morris,Credit Card,14.0,1.0,15.8
1058147,1611734907,1611735599,1,2.2,Union Sq,TriBeCa/Civic Center,Credit Card,10.0,2.66,15.96
557129,1610698844,1610699155,1,0.7,Gramercy,Union Sq,Credit Card,5.0,1.66,9.96
399396,1610387191,1610387490,2,0.51,Midtown Center,Sutton Place/Turtle Bay North,Credit Card,5.0,0.93,10.23
204757,1609962563,1609963134,1,3.21,Clinton East,Manhattan Valley,Credit Card,12.0,3.0,19.3
1197939,1611948803,1611950127,1,5.1,Manhattan Valley,Midtown South,Credit Card,19.5,2.5,26.3
617787,1610808046,1610808895,1,3.04,Hudson Sq,Clinton East,Credit Card,13.0,3.26,19.56
515318,1610621363,1610621949,1,1.2,Garment District,Midtown Center,Credit Card,8.0,2.82,14.12
143667,1609858293,1609859715,1,12.34,JFK Airport,Jackson Heights,Cash,34.0,0.0,34.8
534076,1610637082,1610637243,1,0.51,Upper West Side South,Upper West Side South,Credit Card,4.0,1.82,9.12
203837,1609960735,1609961401,2,2.3,Lenox Hill East,Times Sq/Theatre District,Credit Card,10.0,1.7,16.0
196133,1609949651,1609950033,1,1.09,Murray Hill,East Chelsea,Credit Card,6.5,2.7,13.5
421138,1610447934,1610448156,1,1.0,Yorkville West,East Harlem North,Cash,5.0,0.0,5.8
7189,1609500048,1609500550,1,1.49,Clinton East,West Chelsea/Hudson Yards,Credit Card,8.0,2.26,13.56
693832,1610990307,1610990803,3,2.3,Lincoln Square East,Upper East Side North,Credit Card,8.5,5.0,16.8
1220085,1612018173,1612019395,2,2.85,Lenox Hill West,Upper West Side North,Credit Card,15.5,1.2,20.0
563858,1610708102,1610708497,1,1.0,Upper East Side North,Lenox Hill West,Cash,6.0,0.0,9.3
364181,1610308169,1610308705,1,5.0,Upper West Side North,Washington Heights South,Credit Card,15.5,5.6,24.4
727318,1611065629,1611066402,1,1.38,Greenwich Village North,Little Italy/NoLiTa,Cash,9.5,0.0,12.8
115677,1609788591,1609788884,1,1.78,Jackson Heights,Astoria,Cash,7.0,0.0,8.8
159075,1609873925,1609874645,2,2.98,Lenox Hill East,Manhattan Valley,Credit Card,11.5,3.16,18.96
1120488,1611837696,1611838022,1,0.8,Upper West Side North,Upper West Side North,Credit Card,5.5,4.0,12.8
644509,1610883895,1610884478,1,3.16,Penn Station/Madison Sq West,Yorkville West,Credit Card,11.0,1.5,15.8
88598,1609754718,1609755853,1,4.0,Bloomingdale,Midtown East,Credit Card,16.0,2.7,22.0
1011026,1611646932,1611647098,1,0.5,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Cash,4.0,0.0,7.3
309444,1610193409,1610194284,2,4.19,East Chelsea,Upper East Side North,Credit Card,14.5,3.56,21.36
964712,1611528924,1611529515,5,2.92,Lenox Hill East,Upper West Side North,Credit Card,10.5,2.86,17.16
850225,1611302726,1611302989,1,0.9,Lenox Hill West,Upper East Side South,Credit Card,5.5,1.76,10.56
529196,1610636237,1610636401,1,0.6,Central Harlem,Central Harlem,Credit Card,4.0,3.0,7.8
1129467,1611845511,1611846472,2,2.4,Manhattan Valley,Lenox Hill West,Credit Card,12.0,2.0,17.3
593838,1610740039,1610740358,2,0.8,East Village,Two Bridges/Seward Park,Cash,5.5,0.0,9.8
238585,1610037201,1610037803,1,1.2,West Chelsea/Hudson Yards,Union Sq,Credit Card,8.0,1.0,13.3
367355,1610319507,1610319733,1,1.0,Union Sq,Greenwich Village North,Credit Card,5.5,1.85,11.15
21790,1609537212,1609537724,1,1.79,Clinton East,Murray Hill,Cash,8.5,0.0,12.3
88421,1609757054,1609757454,1,1.3,Upper East Side North,Lenox Hill East,Credit Card,7.0,2.05,12.35
1179332,1611931161,1611931694,1,1.6,Lincoln Square East,Midtown East,Cash,8.0,0.0,11.3
946741,1611496547,1611497055,1,2.74,Lenox Hill East,Kips Bay,Credit Card,10.0,2.66,15.96
1006478,1611605602,1611606254,3,2.96,East Chelsea,Lincoln Square West,Credit Card,11.0,3.7,18.5
1151510,1611867965,1611868296,3,1.1,West Village,Penn Station/Madison Sq West,Credit Card,6.0,0.0,9.8
382889,1610369347,1610369969,1,1.7,Union Sq,Hudson Sq,Credit Card,8.5,3.5,15.3
605290,1610791146,1610791499,2,0.9,Upper West Side South,Manhattan Valley,Credit Card,6.5,1.47,11.27
673596,1610961826,1610962125,1,1.32,East Chelsea,Midtown Center,Credit Card,6.0,1.86,11.16
1062502,1611740635,1611742298,2,4.8,Clinton East,Lower East Side,Cash,21.0,0.0,24.3
438611,1610466016,1610466568,4,1.41,Murray Hill,Midtown East,Credit Card,8.0,2.26,13.56
712224,1611049517,1611050066,1,1.23,Greenwich Village North,Union Sq,Credit Card,7.5,1.62,12.42
865547,1611321535,1611322065,1,1.0,Upper East Side North,Upper East Side South,Credit Card,7.5,2.16,12.96
713833,1611052798,1611052953,1,0.49,Midtown Center,Midtown North,Cash,4.0,0.0,7.3
95620,1609763620,1609763740,1,0.2,Upper East Side South,Upper East Side South,Credit Card,3.5,1.35,8.15
532014,1610636443,1610636975,1,1.2,Midtown North,Sutton Place/Turtle Bay North,Credit Card,7.5,2.7,13.5
321702,1610205385,1610205710,1,0.98,West Chelsea/Hudson Yards,East Chelsea,Cash,6.0,0.0,9.3
1025514,1611664971,1611665324,2,0.58,Upper East Side North,Upper East Side South,Credit Card,5.5,1.76,10.56
762649,1611142843,1611144042,1,4.2,Lenox Hill East,Manhattanville,Credit Card,16.5,4.95,24.75
40715,1609606087,1609606372,3,1.4,LaGuardia Airport,Steinway,Cash,6.0,0.0,6.8
1003401,1611599888,1611600626,1,2.49,Greenwich Village North,Garment District,Cash,10.5,0.0,14.8
1005996,1611607268,1611607752,1,1.93,Union Sq,Times Sq/Theatre District,Cash,8.5,0.0,12.3
1105378,1611818877,1611819332,1,1.48,Clinton West,Midtown Center,Credit Card,7.0,2.06,12.36
796835,1611198165,1611198527,1,0.97,Kips Bay,Union Sq,Credit Card,6.0,1.96,11.76
651716,1610895311,1610895615,2,1.0,West Village,Flatiron,Credit Card,5.5,2.6,11.4
1190691,1611940220,1611941854,5,9.86,Central Harlem,East Williamsburg,Cash,30.5,0.0,38.42
35268,1609598166,1609598400,1,1.05,Lenox Hill East,Upper East Side North,Cash,5.5,0.0,8.8
84339,1609748690,1609748804,2,0.7,East Harlem North,Yorkville West,Credit Card,4.0,1.0,5.8
958882,1611509877,1611510072,1,0.59,Upper East Side South,Lenox Hill West,Cash,4.5,0.0,7.8
902292,1611397339,1611399411,1,18.76,JFK Airport,Clinton East,Credit Card,52.0,15.35,76.77
691285,1610985597,1610986687,2,5.48,Lower East Side,Lenox Hill East,Credit Card,19.5,4.56,27.36
583687,1610728974,1610729792,1,2.4,Midtown Center,Upper West Side North,Credit Card,11.5,4.7,20.5
1245696,1612086121,1612086382,1,0.78,Kips Bay,Murray Hill,Cash,5.5,0.0,8.8
1151988,1611869789,1611870294,1,2.1,Union Sq,SoHo,Credit Card,8.5,2.45,14.75
195524,1609951214,1609951858,2,1.32,Gramercy,Murray Hill,Credit Card,8.5,1.0,13.8
916725,1611416309,1611417153,3,2.2,Lincoln Square East,Lenox Hill East,Credit Card,11.0,2.85,17.15
1249673,1612093022,1612093650,1,3.26,Midtown North,Hudson Sq,Credit Card,11.5,2.96,17.76
724736,1611061368,1611062664,1,2.69,Lenox Hill East,Garment District,Credit Card,14.5,3.56,21.36
1229099,1612025978,1612026475,1,1.05,Upper East Side North,Yorkville East,Cash,7.0,0.0,10.3
310316,1610192767,1610193304,1,2.08,Sutton Place/Turtle Bay North,Central Park,Credit Card,9.0,1.5,13.8
688285,1610984109,1610984733,1,1.81,Lenox Hill West,Times Sq/Theatre District,Credit Card,8.5,2.36,14.16
1271077,1612134550,1612136174,1,4.4,Manhattan Valley,East Concourse/Concourse Village,Cash,19.5,0.0,20.8
925182,1611424128,1611425126,1,3.44,Lenox Hill West,Greenwich Village North,Credit Card,13.5,3.36,20.16
52935,1609623687,1609624524,2,10.6,LaGuardia Airport,Lower East Side,Credit Card,29.5,5.0,38.3
11472,1609512560,1609512801,5,1.4,Meatpacking/West Village West,East Chelsea,Credit Card,6.0,1.86,11.16
492586,1610559453,1610559946,1,2.06,Lincoln Square West,Penn Station/Madison Sq West,Credit Card,8.0,2.46,14.76
1238602,1612038531,1612038798,1,0.86,TriBeCa/Civic Center,Battery Park City,Credit Card,5.5,1.4,10.7
789984,1611170554,1611170733,6,0.96,Midtown North,Central Park,Credit Card,5.0,2.0,11.3
760264,1611137762,1611138515,6,2.3,Sutton Place/Turtle Bay North,Penn Station/Madison Sq West,Cash,10.5,0.0,13.8
500789,1610569857,1610570617,1,4.28,Midtown East,Central Harlem,Credit Card,14.0,1.0,18.8
643561,1610879339,1610879737,1,1.6,Midtown Center,Lenox Hill West,Cash,7.0,0.0,10.3
538634,1610644118,1610644406,3,0.86,Upper East Side North,Upper East Side North,Credit Card,5.5,2.45,12.25
175916,1609931311,1609931847,2,1.27,Lenox Hill West,Upper East Side South,Cash,7.5,0.0,10.8
360989,1610298115,1610299180,3,3.21,Gramercy,Upper East Side North,Cash,14.5,0.0,17.8
112696,1609781318,1609781702,2,1.0,TriBeCa/Civic Center,World Trade Center,Credit Card,6.5,0.0,10.8
801421,1611217425,1611217621,1,0.5,Midtown Center,Midtown Center,Cash,4.0,0.0,7.3
580956,1610725812,1610726714,1,2.2,Clinton East,Lenox Hill West,Credit Card,11.5,2.0,16.8
941274,1611484802,1611486174,1,7.46,Upper East Side North,Seaport,Credit Card,25.0,4.0,32.3
489651,1610554710,1610555092,1,0.71,Upper East Side North,East Harlem South,Cash,6.0,0.0,10.3
1192971,1611943155,1611943389,1,0.8,East Harlem South,Manhattan Valley,Credit Card,5.0,1.02,7.82
780029,1611160964,1611161558,1,1.05,Central Harlem,East Harlem North,Credit Card,8.0,1.96,11.76
941500,1611482598,1611483388,1,3.2,UN/Turtle Bay South,Long Island City/Hunters Point,Credit Card,12.5,3.15,18.95
890739,1611347555,1611347796,1,0.9,East Chelsea,Flatiron,Credit Card,5.0,1.76,10.56
466942,1610523076,1610606385,2,1.59,Murray Hill,Midtown North,Cash,8.0,0.0,11.3
473163,1610539455,1610540468,1,3.68,West Chelsea/Hudson Yards,Upper East Side South,Credit Card,14.0,3.46,20.76
786075,1611163696,1611165070,1,5.39,Murray Hill,Astoria,Cash,19.5,0.0,23.8
1091560,1611772642,1611773532,2,2.88,Upper East Side North,Garment District,Credit Card,12.5,2.0,18.8
131148,1609843132,1609844813,1,4.5,SoHo,Upper East Side North,Credit Card,20.5,2.86,26.66
1075812,1611752427,1611753237,2,2.0,Gramercy,East Chelsea,Credit Card,10.5,3.45,17.25
588384,1610730323,1610731429,2,3.37,Midtown East,SoHo,Credit Card,14.5,3.76,22.56
507258,1610610280,1610610912,1,1.7,Upper West Side North,Central Park,Credit Card,9.0,1.84,14.14
1159935,1611907317,1611907821,1,1.36,Greenwich Village South,Lower East Side,Credit Card,8.0,3.0,14.3
737785,1611075676,1611079150,1,11.69,Upper West Side North,Williamsbridge/Olinville,Cash,42.0,0.0,43.8
1248319,1612090839,1612091163,1,1.23,Upper East Side North,Lenox Hill West,Credit Card,6.0,1.0,10.3
156788,1609870915,1609871716,1,2.74,Stuy Town/Peter Cooper Village,Midtown Center,Credit Card,11.5,3.16,18.96
1140000,1611855764,1611856529,1,2.8,Midtown North,Central Harlem,Cash,11.0,0.0,15.3
1068595,1611748711,1611750026,1,5.2,Astoria,East Harlem North,Cash,19.5,0.0,22.8
711915,1611048194,1611048350,1,0.7,East Harlem North,East Harlem South,Cash,4.0,0.0,4.8
514413,1610620909,1610621763,1,2.5,Upper West Side North,Midtown Center,Credit Card,12.0,1.0,16.3
152056,1609866240,1609866568,1,1.01,Upper West Side South,Upper East Side South,Credit Card,6.0,2.06,12.36
33201,1609592736,1609593808,1,7.68,Midtown East,Brooklyn Heights,Credit Card,23.5,8.04,34.84
72324,1609690364,1609690681,5,1.38,Upper East Side South,Upper East Side North,Credit Card,6.5,2.45,12.25
470740,1610536261,1610537151,5,2.68,Greenwich Village South,Sutton Place/Turtle Bay North,Credit Card,12.0,3.06,18.36
354639,1610291683,1610292164,2,1.3,Lenox Hill West,UN/Turtle Bay South,Cash,7.5,0.0,10.8
1203128,1611957230,1611957367,1,0.35,Upper East Side South,Upper East Side South,Credit Card,3.5,1.46,8.76
392199,1610374958,1610375777,1,2.13,Midtown Center,West Chelsea/Hudson Yards,Credit Card,10.5,2.76,16.56
1071471,1611749508,1611749740,1,1.08,Upper West Side North,Upper West Side South,Cash,5.5,0.0,8.8
182320,1609940712,1609941346,1,1.53,Central Park,Lenox Hill West,Credit Card,8.5,1.77,13.57
235418,1610031884,1610032815,1,2.1,Upper East Side North,Midtown North,Credit Card,11.5,1.0,15.8
270813,1610109833,1610110245,1,1.04,UN/Turtle Bay South,Gramercy,Credit Card,6.5,1.96,11.76
795895,1611184565,1611184950,2,2.48,Kips Bay,Two Bridges/Seward Park,Cash,9.0,0.0,12.8
1080917,1611763077,1611763876,1,1.8,Upper East Side North,Midtown East,Credit Card,10.5,2.75,16.55
802867,1611215641,1611216236,6,0.99,Lenox Hill West,Midtown North,Credit Card,7.5,1.75,12.55
1127816,1611843490,1611844481,1,2.3,Midtown Center,Upper East Side North,Credit Card,12.0,3.05,18.35
396683,1610383041,1610383749,1,1.93,Flatiron,SoHo,Cash,9.5,0.0,13.8
264827,1610103087,1610103326,3,0.6,Central Harlem,Manhattan Valley,No charge,-4.5,0.0,-5.3
187625,1609941833,1609942489,1,1.95,Flatiron,East Chelsea,Credit Card,9.5,3.2,16.0
479626,1610548858,1610549622,1,2.29,East Harlem South,Central Park,Credit Card,11.0,3.58,17.88
210175,1609997841,1609998087,1,0.61,Clinton East,Clinton East,Cash,4.5,0.0,8.3
668793,1610928370,1610928950,5,3.27,Upper East Side North,Penn Station/Madison Sq West,Credit Card,11.5,5.0,20.3
1161952,1611913736,1611914414,3,3.93,Yorkville West,Murray Hill,Credit Card,13.5,2.0,18.8
1270247,1612129361,1612130239,1,2.68,Upper East Side South,Stuy Town/Peter Cooper Village,Cash,12.0,0.0,15.8
919285,1611414365,1611414371,0,2.0,East Williamsburg,East Williamsburg,No charge,2.5,0.0,5.8
1086337,1611766746,1611766979,1,0.8,Times Sq/Theatre District,Clinton East,Credit Card,5.0,1.85,11.15
77863,1609705505,1609706211,1,2.8,Gramercy,Lenox Hill West,Cash,11.5,0.0,15.3
1078198,1611758609,1611759036,1,1.8,Battery Park City,Meatpacking/West Village West,Credit Card,8.0,2.25,13.55
999433,1611596798,1611598247,1,3.9,Penn Station/Madison Sq West,Yorkville East,Credit Card,18.0,4.45,26.75
456734,1610493853,1610494382,1,3.0,Yorkville West,Mott Haven/Port Morris,Cash,11.5,0.0,15.3
145081,1609856223,1609857086,4,1.43,Central Harlem,NV,Cash,8.5,0.0,9.3
1033156,1611671491,1611671854,5,0.69,Lenox Hill West,Upper East Side South,Cash,5.5,0.0,8.8
203252,1609956841,1609958659,1,8.96,Midtown South,Washington Heights North,Cash,29.0,0.0,33.3
235361,1610034549,1610036834,1,18.4,JFK Airport,Flatiron,Cash,52.0,0.0,61.42
369969,1610349393,1610349860,1,1.26,Yorkville West,East Harlem South,Credit Card,7.0,0.0,10.3
957454,1611509224,1611509641,1,2.74,Downtown Brooklyn/MetroTech,Williamsburg (South Side),Cash,10.0,0.0,10.8
270046,1610109628,1610109966,1,0.84,Washington Heights South,Washington Heights South,Cash,5.5,0.0,6.3
156853,1609870099,1609870350,1,0.6,Kips Bay,Midtown South,Credit Card,4.5,2.0,10.8
161881,1609882236,1609883345,1,7.93,LaGuardia Airport,Greenpoint,Credit Card,23.5,7.44,32.24
82656,1609745562,1609746152,1,2.9,Lower East Side,Garment District,Cash,10.5,0.0,13.8
203741,1609960168,1609960543,1,1.3,Upper East Side North,Upper East Side South,Credit Card,7.0,2.26,13.56
352640,1610289955,1610290353,1,0.84,Garment District,West Chelsea/Hudson Yards,Cash,6.0,0.0,6.8
324416,1610208297,1610208631,1,1.54,Union Sq,Midtown North,Credit Card,7.0,1.0,11.3
65134,1609685734,1609685954,1,0.7,Yorkville West,Upper East Side South,Credit Card,5.0,2.45,10.75
136624,1609847906,1609848375,5,1.28,East Village,Kips Bay,Cash,7.0,0.0,10.3
682969,1610977942,1610978538,1,1.28,Gramercy,Greenwich Village North,Cash,8.0,0.0,11.3
997261,1611595361,1611595578,1,1.0,Sutton Place/Turtle Bay North,Murray Hill,Cash,5.0,0.0,9.3
744887,1611084311,1611084532,1,0.9,SoHo,TriBeCa/Civic Center,Credit Card,5.0,1.85,11.15
1186561,1611937901,1611938416,1,1.46,Lenox Hill East,Yorkville West,Credit Card,7.5,2.36,14.16
520634,1610627445,1610628865,1,0.0,Upper East Side North,Hamilton Heights,Credit Card,20.2,0.0,21.0
673647,1610967444,1610967543,1,0.64,Sutton Place/Turtle Bay North,Lenox Hill East,Credit Card,4.0,1.46,8.76
424140,1610451105,1610452241,2,3.31,Manhattan Valley,Midtown Center,Cash,15.0,0.0,18.3
708056,1611042911,1611043224,3,0.88,East Chelsea,West Village,Credit Card,5.5,2.64,11.44
991375,1611587447,1611588610,1,2.8,Midtown Center,Central Park,Credit Card,14.0,3.45,20.75
660641,1610906166,1610906405,1,1.01,Gramercy,Greenwich Village North,Credit Card,5.5,1.0,9.8
1036979,1611674791,1611675451,1,1.64,Lenox Hill West,Upper East Side North,Credit Card,8.5,1.77,13.57
1143902,1611859112,1611859713,0,2.5,Flatiron,Clinton West,Credit Card,10.0,2.85,17.15
354807,1610293607,1610294071,1,1.82,Midtown North,East Chelsea,Credit Card,8.0,2.26,13.56
5903,1609497229,1609499880,1,19.73,JFK Airport,Clinton East,Cash,52.0,0.0,55.3
975178,1611569443,1611569800,1,0.5,Upper East Side South,Midtown East,Cash,6.5,0.0,9.8
401045,1610385688,1610386084,6,1.08,East Village,Little Italy/NoLiTa,Credit Card,6.5,2.16,12.96
577261,1610721652,1610721879,1,0.29,Yorkville East,Yorkville East,Credit Card,4.5,1.56,9.36
606808,1610792335,1610792833,6,1.19,UN/Turtle Bay South,Clinton East,Cash,7.5,0.0,10.8
696670,1610993231,1610993608,1,1.26,Midtown Center,Union Sq,Credit Card,6.5,2.16,12.96
1015588,1611653421,1611654594,1,3.59,Upper West Side South,Murray Hill,Credit Card,15.5,3.76,22.56
1197633,1611948723,1611949345,1,3.2,West Chelsea/Hudson Yards,Upper West Side North,Credit Card,11.0,3.05,18.35
264931,1610102568,1610102841,1,1.0,Midtown East,Upper East Side North,Credit Card,5.5,2.2,11.0
700209,1611002654,1611004557,2,6.15,Midtown East,TriBeCa/Civic Center,Cash,24.0,0.0,27.8
557829,1610700960,1610701422,1,1.72,Lenox Hill West,Midtown South,Cash,8.0,0.0,11.3
1098729,1611779251,1611779698,1,1.72,Midtown East,Union Sq,Credit Card,8.0,1.77,13.57
1223757,1612018962,1612019436,1,1.67,Lincoln Square West,Upper West Side North,Credit Card,8.0,1.7,13.0
1211627,1612001956,1612002319,0,1.5,Central Park,Upper East Side South,Credit Card,7.0,1.7,12.0
504809,1610595442,1610596024,1,2.33,Lenox Hill West,Clinton West,Credit Card,10.0,2.0,15.8
592141,1610736625,1610737444,1,1.29,Garment District,West Chelsea/Hudson Yards,Credit Card,10.0,0.72,15.02
1161844,1611914241,1611915006,2,1.0,Midtown South,Kips Bay,Cash,9.0,0.0,12.3
504833,1610599959,1610600593,4,2.71,Gramercy,Midtown North,Credit Card,10.5,2.0,16.3
638492,1610840237,1610840350,1,0.36,Woodside,Sunnyside,Cash,3.5,0.0,4.8
1041814,1611682510,1611683527,1,3.7,Greenwich Village North,Upper East Side North,Credit Card,15.0,3.85,23.15
315625,1610199824,1610200758,1,3.12,Sutton Place/Turtle Bay North,Greenwich Village North,Credit Card,13.0,3.26,19.56
