pid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
91752,1609758521,1609758969,6,0.99,Midtown East,Midtown Center,Credit Card,7.0,1.0,11.3
1102286,1611796123,1611796362,1,1.48,Flatiron,Times Sq/Theatre District,Credit Card,6.0,2.45,12.25
79532,1609715586,1609718231,1,0.0,Springfield Gardens North,Mott Haven/Port Morris,Credit Card,40.2,0.0,47.12
442268,1610470663,1610470983,2,1.4,Manhattan Valley,Upper West Side South,Credit Card,6.5,2.15,12.95
446432,1610471161,1610471285,1,0.57,East Harlem South,Upper East Side North,Credit Card,4.0,1.0,9.3
822380,1611238695,1611239098,1,1.1,Hudson Sq,Greenwich Village North,Credit Card,6.5,2.45,12.25
42675,1609605116,1609605611,1,1.42,Times Sq/Theatre District,Lincoln Square West,Credit Card,7.5,2.16,12.96
208005,1609969878,1609970605,2,3.61,East Village,Midtown North,Credit Card,12.5,3.26,19.56
637579,1610836575,1610837087,2,1.96,Lenox Hill West,Upper West Side South,Credit Card,9.0,3.84,16.64
116717,1609787323,1609787754,1,2.0,Sutton Place/Turtle Bay North,Stuy Town/Peter Cooper Village,Credit Card,8.0,2.2,14.5
1142535,1611858659,1611859618,1,2.5,Upper East Side North,Lincoln Square West,No charge,12.5,0.0,16.8
580065,1610724562,1610725116,1,1.74,Upper East Side North,Central Park,Credit Card,9.0,1.5,13.8
353107,1610290771,1610291025,1,1.3,West Village,SoHo,Credit Card,6.0,2.3,11.6
383800,1610369020,1610370050,1,5.87,NV,NV,Credit Card,19.5,10.0,32.8
626536,1610819534,1610822062,1,17.12,Lenox Hill West,Saint Albans,Credit Card,50.5,10.76,64.56
379367,1610362646,1610363035,1,0.86,Upper East Side South,Midtown Center,Credit Card,6.0,1.86,11.16
1137826,1611857573,1611858497,1,2.51,Lenox Hill West,Upper West Side North,Credit Card,12.0,3.26,19.56
269784,1610103794,1610104573,1,3.25,Yorkville East,Mott Haven/Port Morris,Cash,12.5,0.0,15.8
123776,1609832986,1609833389,1,1.2,Penn Station/Madison Sq West,Kips Bay,Credit Card,7.0,1.0,11.3
770437,1611148243,1611148718,1,1.1,Central Harlem,Manhattan Valley,Credit Card,7.0,1.2,9.0
723212,1611062464,1611063073,3,1.15,Little Italy/NoLiTa,TriBeCa/Civic Center,Credit Card,8.0,2.26,13.56
99461,1609765948,1609766743,1,1.9,Lenox Hill West,Midtown Center,Credit Card,10.5,2.75,16.55
1166215,1611914753,1611916959,1,26.85,Auburndale,Madison,Credit Card,71.5,0.0,72.3
145820,1609861439,1609861979,1,1.6,Flatiron,Murray Hill,Cash,8.5,0.0,11.8
1319,1609462652,1609463322,1,2.11,Manhattan Valley,East Harlem South,Cash,10.0,0.0,11.3
967209,1611561263,1611561832,1,1.84,Flatiron,Midtown Center,Credit Card,8.5,1.0,12.8
1173635,1611923576,1611924257,1,2.16,Upper East Side North,Midtown Center,Credit Card,10.5,2.76,16.56
318392,1610203002,1610203919,1,0.0,Richmond Hill,Baisley Park,Credit Card,19.78,0.0,20.58
9831,1609507715,1609507790,1,0.4,Upper East Side North,Upper East Side North,Credit Card,3.5,1.0,7.8
178382,1609932088,1609933352,1,4.5,Lincoln Square West,SoHo,Credit Card,16.5,3.95,23.75
51931,1609619868,1609620730,1,1.2,East Chelsea,West Village,Cash,6.5,0.0,10.3
311758,1610196058,1610197068,1,2.59,Sutton Place/Turtle Bay North,Lincoln Square West,Credit Card,13.0,1.5,17.8
22502,1609538574,1609538870,1,0.99,Clinton East,Lincoln Square East,Credit Card,5.0,1.76,10.56
245035,1610038947,1610039286,1,0.68,Penn Station/Madison Sq West,Union Sq,Credit Card,5.5,2.45,12.25
14708,1609518063,1609518536,1,1.93,Yorkville East,Upper West Side North,Credit Card,8.5,2.36,14.16
21449,1609537881,1609538737,1,2.0,Lenox Hill East,Lincoln Square East,Cash,11.0,0.0,14.8
1064114,1611741831,1611742731,1,2.2,Times Sq/Theatre District,Upper East Side North,Credit Card,11.5,4.4,19.2
197443,1609955073,1609955445,1,0.86,Midtown Center,Midtown East,Credit Card,6.0,2.06,12.36
1196251,1611944484,1611945906,1,4.8,TriBeCa/Civic Center,Lenox Hill West,Credit Card,19.0,4.65,27.95
1035429,1611676166,1611676359,1,0.59,Upper West Side South,Upper West Side South,No charge,-4.5,0.0,-7.8
54227,1609628234,1609628279,1,0.3,Yorkville West,East Harlem South,Credit Card,3.0,0.68,7.48
1063788,1611744985,1611745588,1,1.8,Upper East Side North,Lincoln Square East,Credit Card,9.0,1.0,13.3
1254143,1612099538,1612099622,1,0.4,Upper West Side South,Upper West Side North,Cash,3.5,0.0,6.8
1226134,1612021772,1612022154,1,0.9,Union Sq,Flatiron,Credit Card,6.0,1.85,11.15
229081,1610027795,1610028105,1,0.7,Bloomingdale,Upper West Side North,Cash,5.5,0.0,6.3
198600,1609954772,1609955621,2,2.52,Midtown Center,Upper West Side South,Credit Card,11.5,3.95,19.75
99497,1609765411,1609765885,1,1.4,Yorkville West,Upper East Side South,Cash,7.5,0.0,10.8
834203,1611248557,1611249218,1,1.47,Flatiron,UN/Turtle Bay South,Credit Card,9.0,3.99,17.29
622579,1610815517,1610816116,1,1.5,Greenwich Village North,Little Italy/NoLiTa,Cash,8.0,0.0,11.3
347618,1610280947,1610281472,1,2.02,Central Park,Lincoln Square East,Credit Card,9.0,2.46,14.76
563829,1610706647,1610706880,1,0.5,Upper East Side North,Upper East Side North,Credit Card,4.5,1.56,9.36
896497,1611360227,1611360528,1,1.32,Clinton West,East Chelsea,Cash,6.5,0.0,10.3
876387,1611333243,1611333762,2,1.1,Morningside Heights,Upper West Side North,Credit Card,7.5,0.1,11.9
363993,1610305742,1610306221,1,1.3,East Village,Greenwich Village South,Credit Card,7.5,1.0,11.8
950853,1611499438,1611499896,2,1.7,Garment District,Midtown North,Cash,8.0,0.0,11.3
56338,1609650016,1609650688,3,4.3,East Chelsea,Morningside Heights,Credit Card,13.5,3.46,20.76
351243,1610284714,1610285954,1,9.65,LaGuardia Airport,Flatiron,Credit Card,28.0,5.0,42.42
830214,1611248230,1611249323,1,3.4,Garment District,TriBeCa/Civic Center,Credit Card,14.5,1.0,19.8
826775,1611244408,1611244716,1,0.9,East Harlem South,Central Harlem,Credit Card,5.5,3.0,9.3
67191,1609684633,1609684892,1,0.6,Yorkville West,East Harlem South,Credit Card,5.0,0.83,9.13
491259,1610558943,1610559491,1,1.5,Times Sq/Theatre District,Lenox Hill West,Credit Card,8.0,2.45,14.75
111340,1609782490,1609783053,2,1.6,Midtown North,Murray Hill,Credit Card,8.0,3.65,15.95
819800,1611239507,1611239880,1,1.11,Washington Heights South,Washington Heights North,Credit Card,6.5,1.46,8.76
430161,1610459750,1610460675,1,2.6,Flatiron,Lenox Hill West,Credit Card,12.0,3.8,19.1
518408,1610624051,1610624891,1,2.55,Murray Hill,Yorkville West,Credit Card,11.5,2.22,17.02
136781,1609851572,1609851751,1,0.31,East Chelsea,East Chelsea,Cash,4.0,0.0,7.3
655582,1610896424,1610897498,0,4.6,Upper West Side North,Washington Heights South,Credit Card,18.0,0.0,21.3
816550,1611237212,1611237258,2,15.23,Baisley Park,Long Island City/Queens Plaza,Credit Card,58.0,8.74,67.04
262788,1610097248,1610099634,1,6.2,Lenox Hill East,Lenox Hill East,Credit Card,27.0,6.05,36.35
954196,1611507298,1611507793,6,1.54,Manhattan Valley,Upper West Side South,Credit Card,7.5,2.0,12.8
1175214,1611928444,1611930717,2,8.23,Central Park,Maspeth,Cash,31.0,0.0,34.3
350079,1610286786,1610286980,2,0.61,East Harlem South,East Harlem South,Cash,4.5,0.0,5.3
1167384,1611916589,1611916973,1,1.75,Flatiron,TriBeCa/Civic Center,Credit Card,7.0,2.06,12.36
931769,1611435194,1611435437,6,0.9,Lincoln Square East,Lincoln Square West,Credit Card,5.0,2.0,10.8
789865,1611170878,1611171216,4,0.34,Boerum Hill,Downtown Brooklyn/MetroTech,Cash,4.0,0.0,5.8
329525,1610213959,1610214193,1,0.49,East Harlem North,East Harlem North,Credit Card,4.5,1.06,6.36
1092700,1611771065,1611771580,1,1.95,SoHo,Flatiron,Credit Card,8.5,2.56,15.36
431334,1610459404,1610459575,1,0.63,Murray Hill,Midtown East,Credit Card,4.0,1.46,8.76
1055350,1611732409,1611732894,1,1.9,Kips Bay,Lenox Hill East,Credit Card,8.5,1.0,12.8
1126748,1611843103,1611843603,1,1.4,Gramercy,Sutton Place/Turtle Bay North,Cash,7.5,0.0,10.8
300160,1610139958,1610140364,2,1.85,Clinton East,East Chelsea,Credit Card,7.5,2.26,13.56
422006,1610448255,1610448576,1,1.01,Upper West Side North,Upper East Side North,Cash,6.0,0.0,9.3
999775,1611596156,1611596603,1,1.4,Lenox Hill West,UN/Turtle Bay South,Credit Card,7.5,2.35,14.15
755124,1611132516,1611132828,1,0.95,Union Sq,Midtown South,Credit Card,5.5,1.1,9.9
901389,1611394324,1611394793,1,1.73,Hamilton Heights,Bloomingdale,Credit Card,8.0,1.76,10.56
184537,1609939205,1609939859,0,2.1,Gramercy,Upper East Side South,Cash,10.0,0.0,13.3
617777,1610806806,1610807174,1,1.09,Union Sq,Greenwich Village South,Credit Card,6.0,1.86,11.16
891540,1611347310,1611347796,5,2.15,UN/Turtle Bay South,East Village,Credit Card,8.5,2.0,14.3
678719,1610971970,1610973616,1,12.47,LaGuardia Airport,Springfield Gardens South,Credit Card,37.0,9.45,47.25
74484,1609698883,1609699218,1,1.0,West Chelsea/Hudson Yards,Midtown South,Cash,6.0,0.0,9.3
896279,1611357137,1611357844,1,2.7,Upper East Side North,Lincoln Square West,Cash,11.0,0.0,14.8
1078140,1611756748,1611757483,1,1.54,Upper East Side North,East Harlem South,Credit Card,10.0,5.0,18.3
773259,1611153310,1611153433,1,0.7,Yorkville West,East Harlem South,Credit Card,4.0,2.15,9.45
1158908,1611909778,1611910450,4,1.91,Sutton Place/Turtle Bay North,Garment District,Cash,9.5,0.0,12.8
255035,1610059102,1610060040,3,3.23,West Concourse,East Harlem South,Cash,13.5,0.0,14.8
909750,1611408033,1611408765,1,1.79,Lenox Hill West,Midtown Center,Cash,10.0,0.0,13.3
1112770,1611831022,1611831574,1,1.6,Penn Station/Madison Sq West,Clinton West,Cash,8.0,0.0,11.3
1168581,1611920040,1611920156,1,0.51,UN/Turtle Bay South,Kips Bay,Credit Card,3.5,1.0,7.8
980052,1611573784,1611574517,1,2.7,Murray Hill,Upper East Side North,Credit Card,11.0,0.0,14.3
705972,1611040151,1611040421,1,0.8,Midtown East,Kips Bay,Credit Card,5.0,1.65,9.95
883933,1611338770,1611339101,1,1.0,Murray Hill,Stuy Town/Peter Cooper Village,Credit Card,5.5,0.5,10.3
56211,1609645273,1609646250,1,7.32,Times Sq/Theatre District,Washington Heights South,Cash,22.5,0.0,26.3
554132,1610689254,1610689999,2,3.71,Midtown Center,Manhattan Valley,Credit Card,13.5,3.46,20.76
89688,1609754771,1609755383,1,1.6,Midtown Center,Kips Bay,Cash,8.5,0.0,11.8
468813,1610532331,1610533522,1,3.2,Yorkville West,Midtown South,Credit Card,14.5,1.5,19.3
757548,1611135802,1611136670,1,2.86,Upper East Side North,Lincoln Square West,Credit Card,12.0,3.06,18.36
649824,1610889375,1610889638,2,0.97,Upper East Side South,Upper East Side North,Credit Card,5.5,1.76,10.56
147502,1609859086,1609861409,1,9.81,Hammels/Arverne,Hammels/Arverne,Credit Card,35.0,2.75,38.55
502201,1610575019,1610575220,1,0.75,Lenox Hill East,Yorkville East,Credit Card,5.0,1.0,9.8
865223,1611322226,1611323421,1,2.57,Greenwich Village South,Midtown South,Credit Card,14.5,3.56,21.36
37306,1609600822,1609602088,1,5.15,Yorkville West,East Village,Cash,19.0,0.0,22.3
661257,1610905592,1610906364,1,1.27,Murray Hill,Clinton East,Credit Card,52.0,12.28,73.7
116930,1609786976,1609788018,1,7.0,Financial District South,Yorkville West,Credit Card,22.0,5.25,31.55
81673,1609743113,1609745735,2,21.28,JFK Airport,East Harlem North,Credit Card,52.0,11.78,70.7
412069,1610433228,1610433606,1,2.3,Yorkville West,UN/Turtle Bay South,Cash,8.0,0.0,11.3
238358,1610033395,1610034150,2,2.73,Central Park,Yorkville East,Credit Card,11.5,1.3,16.1
1221860,1612018382,1612018807,1,1.06,Manhattan Valley,Morningside Heights,Credit Card,6.5,1.82,9.12
762157,1611136913,1611137715,3,2.24,Upper East Side South,Upper West Side South,Credit Card,11.0,2.86,17.16
251972,1610053136,1610055048,1,9.3,Fort Greene,Elmhurst,Cash,32.0,0.0,33.3
999549,1611594559,1611595632,1,3.58,NV,Upper East Side North,Credit Card,15.5,2.97,22.77
472096,1610538435,1610539045,1,1.41,East Chelsea,UN/Turtle Bay South,Cash,8.5,0.0,11.8
209900,1609983494,1609998780,1,3.6,Garment District,East Harlem South,Credit Card,13.0,1.0,17.8
263086,1610098563,1610099442,1,4.79,Upper West Side North,Washington Heights South,Credit Card,17.0,4.06,24.36
747545,1611087688,1611088267,1,0.0,UN/Turtle Bay South,Flatiron,Credit Card,9.2,0.0,10.0
8594,1609504416,1609506030,1,17.5,Midtown North,JFK Airport,Cash,52.0,0.0,61.42
334403,1610220191,1610221272,1,3.37,Greenwich Village North,Sutton Place/Turtle Bay North,Credit Card,13.5,4.2,21.0
607697,1610794055,1610794888,1,4.53,Upper West Side South,Flatiron,Credit Card,15.5,1.88,20.68
1217869,1612011867,1612012234,1,1.1,Clinton East,West Chelsea/Hudson Yards,Credit Card,6.0,1.0,10.3
1259203,1612105740,1612106073,2,1.1,Lenox Hill West,Upper East Side North,Credit Card,6.0,1.85,11.15
694896,1610989917,1610990374,1,1.71,Upper West Side South,Clinton East,Credit Card,8.0,2.26,13.56
688396,1610983046,1610983531,1,1.4,Yorkville West,Lenox Hill East,Cash,7.5,0.0,10.8
1217805,1612012077,1612012306,2,0.67,Financial District South,Battery Park City,Cash,4.5,0.0,7.8
1125219,1611839643,1611840311,1,1.9,Garment District,Greenwich Village North,Credit Card,9.5,3.8,16.6
141881,1609857540,1609857823,1,0.79,Yorkville East,Upper East Side North,Credit Card,5.5,1.76,10.56
418036,1610444731,1610446239,6,9.24,Park Slope,Upper East Side South,Credit Card,29.0,3.5,35.8
1226541,1612025786,1612026348,2,2.34,Upper West Side South,Clinton West,Cash,9.5,0.0,12.8
642562,1610880733,1610881521,2,3.82,Upper East Side South,SoHo,Credit Card,13.0,3.26,19.56
1219881,1612014700,1612014742,1,0.0,Queensbridge/Ravenswood,Queensbridge/Ravenswood,Credit Card,0.0,0.0,0.0
112442,1609780068,1609780230,1,0.38,Yorkville West,Yorkville West,Cash,4.0,0.0,8.3
312691,1610195719,1610196201,1,2.89,West Chelsea/Hudson Yards,Upper West Side North,Credit Card,10.0,1.7,15.0
1126336,1611842582,1611842850,1,0.5,Union Sq,Kips Bay,Credit Card,5.0,1.0,9.3
1233354,1612032054,1612032305,1,1.12,Upper West Side South,Manhattan Valley,Cash,5.5,0.0,8.8
856129,1611311694,1611312592,1,2.74,Penn Station/Madison Sq West,East Village,Credit Card,12.0,3.06,18.36
715802,1611055829,1611056529,1,1.6,Upper East Side South,Midtown Center,Credit Card,9.5,1.0,13.8
575708,1610722349,1610722915,0,1.5,Midtown Center,Upper East Side North,Credit Card,8.5,2.35,14.15
19110,1609524291,1609524440,2,0.2,Upper West Side South,Central Park,Credit Card,3.5,2.0,8.8
715669,1611050578,1611050872,1,1.02,Midtown East,Clinton East,Credit Card,5.5,2.2,11.0
85025,1609747389,1609748621,1,3.78,Manhattan Valley,Lenox Hill East,Credit Card,16.0,4.82,24.12
1015112,1611650839,1611651138,1,1.1,Garment District,Midtown North,Credit Card,6.0,2.75,12.05
437159,1610466717,1610467141,1,1.2,Upper West Side South,Upper East Side South,Credit Card,7.0,2.06,12.36
768492,1611146983,1611147517,1,1.75,Upper East Side South,Kips Bay,Cash,8.0,0.0,11.3
999301,1611594808,1611595076,1,0.7,Lincoln Square East,Clinton East,Credit Card,5.0,2.0,10.8
1198269,1611949333,1611949753,1,1.0,East Village,Greenwich Village South,Cash,6.5,0.0,10.8
1155539,1611903081,1611903899,2,4.79,Manhattan Valley,Washington Heights South,Credit Card,16.0,3.0,19.8
327284,1610214799,1610215100,0,0.8,Central Harlem,Central Harlem,Cash,5.5,0.0,6.3
357143,1610296678,1610296959,4,1.47,UN/Turtle Bay South,Lenox Hill West,Credit Card,6.0,1.86,11.16
1234384,1612029935,1612030315,1,1.48,Lower East Side,Gramercy,Credit Card,7.0,2.06,12.36
616718,1610808358,1610808819,1,1.64,Upper East Side North,Sutton Place/Turtle Bay North,Credit Card,8.0,1.13,12.43
1007643,1611608598,1611608803,1,0.59,West Village,Greenwich Village South,Credit Card,4.5,2.08,10.38
632999,1610825484,1610825961,1,1.01,Midtown East,UN/Turtle Bay South,Credit Card,7.0,2.06,12.36
695305,1610992422,1610992427,1,1.8,Greenwich Village North,Greenwich Village North,Credit Card,2.5,20.0,25.8
211416,1610006139,1610006570,1,1.08,Upper East Side South,Midtown North,Credit Card,6.5,2.94,12.74
476013,1610544240,1610545633,1,5.0,Union Sq,Upper West Side North,Credit Card,20.0,3.5,26.8
941889,1611489263,1611489434,1,0.6,Penn Station/Madison Sq West,Flatiron,Credit Card,4.0,2.15,9.45
203405,1609960964,1609961334,1,1.07,Upper West Side South,Upper East Side South,Credit Card,5.5,2.94,12.74
1252167,1612095339,1612095764,1,1.99,Sutton Place/Turtle Bay North,Central Park,Credit Card,8.0,1.7,13.0
161914,1609881574,1609883149,2,17.03,JFK Airport,Bushwick South,Cash,46.0,0.0,47.3
702684,1611012211,1611013116,1,5.71,Lenox Hill East,Central Harlem North,Cash,18.5,0.0,22.3
54617,1609629638,1609629928,2,1.9,Yorkville West,Lenox Hill East,Credit Card,7.0,2.15,12.95
586521,1610730974,1610732424,1,7.5,Morningside Heights,TriBeCa/Civic Center,Credit Card,25.0,5.27,34.57
510366,1610612897,1610613395,1,1.4,NV,Upper East Side North,Cash,8.0,0.0,11.3
15599,1609518408,1609518967,1,1.8,Upper West Side South,Yorkville East,Credit Card,9.0,2.46,14.76
703019,1611013046,1611013746,1,3.6,East Harlem South,UN/Turtle Bay South,Cash,12.0,0.0,15.8
60993,1609672308,1609672608,1,0.87,Lower East Side,Alphabet City,Credit Card,5.5,1.0,9.8
1103369,1611814131,1611814748,1,2.54,Garment District,Lenox Hill East,Credit Card,10.0,3.99,17.29
650651,1610889109,1610889636,1,1.98,Bloomingdale,Lincoln Square East,Credit Card,9.0,3.08,15.38
1061405,1611739418,1611740281,2,1.63,Lincoln Square East,Upper East Side South,Cash,9.0,0.0,12.3
344595,1610273967,1610274956,1,10.6,LaGuardia Airport,JFK Airport,Credit Card,47.5,9.55,57.35
236222,1610032324,1610033045,1,1.8,Murray Hill,Union Sq,Credit Card,10.0,1.5,14.8
593316,1610735907,1610736302,1,1.15,Lenox Hill West,Upper East Side North,Credit Card,6.5,1.62,12.42
211870,1610005477,1610005987,1,1.4,Yorkville West,Upper East Side South,Credit Card,7.5,2.16,12.96
554667,1610691588,1610691871,1,0.8,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Credit Card,5.0,2.49,10.79
49166,1609616713,1609618219,1,4.71,Lincoln Square East,Central Harlem North,Credit Card,21.0,3.0,27.3
556687,1610694481,1610694746,1,0.76,Midtown East,Kips Bay,Credit Card,5.0,1.66,9.96
1215556,1612010219,1612010597,1,1.79,Upper West Side North,Clinton East,Credit Card,7.5,2.16,12.96
1100567,1611784811,1611785031,1,0.9,Hudson Sq,West Village,Credit Card,5.0,1.0,9.8
586530,1610731124,1610731766,2,1.4,Upper East Side South,Lincoln Square West,Credit Card,8.5,3.2,16.0
1227478,1612024976,1612025512,1,4.11,Financial District North,Kips Bay,Credit Card,13.5,3.36,20.16
814373,1611230446,1611230776,1,2.34,Lenox Hill East,UN/Turtle Bay South,Credit Card,8.5,2.36,14.16
954357,1611505527,1611507120,1,14.08,JFK Airport,Sunnyside,Credit Card,39.5,8.06,48.36
918313,1611417393,1611418234,3,3.06,Union Sq,Lincoln Square East,Credit Card,12.5,3.16,18.96
1131664,1611847990,1611848541,2,1.48,Upper East Side North,Upper West Side South,Credit Card,8.0,5.0,16.3
225673,1610023460,1610023933,1,1.1,Midtown Center,Upper East Side South,Credit Card,6.5,2.94,12.74
709119,1611044669,1611045150,1,1.5,Upper East Side North,Upper East Side South,Cash,7.5,0.0,10.8
1082377,1611761935,1611762203,1,0.82,Upper West Side South,Lincoln Square West,Credit Card,5.0,1.0,9.3
387376,1610371564,1610371979,1,1.0,Murray Hill,Penn Station/Madison Sq West,Credit Card,6.5,1.0,10.8
553600,1610671462,1610672588,1,5.97,Kips Bay,Jackson Heights,Credit Card,19.5,1.0,24.3
180889,1609936824,1609937196,6,0.95,Yorkville East,Upper East Side North,Credit Card,6.0,1.86,11.16
30787,1609589898,1609590284,1,1.2,Upper West Side South,Upper East Side North,Credit Card,6.5,1.95,11.75
415518,1610439576,1610440259,1,1.96,Upper East Side North,Midtown Center,Credit Card,9.5,2.56,15.36
632054,1610823762,1610823921,2,0.42,Upper East Side South,Upper East Side South,Credit Card,4.0,1.24,8.54
140662,1609854048,1609854549,2,1.23,East Chelsea,Murray Hill,Cash,7.0,0.0,10.3
460884,1610527730,1610528279,1,2.06,Lenox Hill East,Central Park,Cash,8.5,0.0,11.8
1134706,1611850740,1611851992,1,3.0,Midtown North,Kips Bay,Credit Card,15.0,2.0,21.3
901255,1611392805,1611393168,6,0.68,Penn Station/Madison Sq West,Midtown South,Credit Card,5.5,0.0,8.8
1259028,1612108459,1612109775,1,16.2,JFK Airport,Schuylerville/Edgewater Park,Cash,44.0,0.0,50.92
1112976,1611829857,1611829919,1,0.3,Sutton Place/Turtle Bay North,Lenox Hill East,Cash,3.0,0.0,6.3
1039727,1611679616,1611680597,2,2.18,Lenox Hill East,Clinton East,Credit Card,12.0,2.0,18.3
588047,1610730962,1610731904,1,1.6,Manhattan Valley,Central Harlem,Cash,11.0,0.0,12.8
106795,1609776615,1609777426,1,3.2,Upper West Side North,Clinton West,Credit Card,13.0,2.0,19.3
566873,1610710177,1610710688,1,2.2,Long Island City/Queens Plaza,Upper East Side South,Credit Card,9.5,3.8,16.6
643460,1610877791,1610879649,1,17.27,LaGuardia Airport,Borough Park,Cash,48.5,0.0,49.3
341747,1610265108,1610265778,2,3.96,East Harlem North,Clinton East,Cash,13.0,0.0,16.3
375929,1610355721,1610356540,1,3.0,Yorkville West,Murray Hill,Cash,12.0,0.0,15.3
484765,1610552884,1610553493,1,1.81,Upper East Side South,Garment District,Cash,9.0,0.0,12.3
29474,1609591048,1609591597,1,1.37,Upper East Side North,Midtown North,Cash,8.0,0.0,11.3
349003,1610284575,1610285891,1,5.52,Upper East Side South,Meatpacking/West Village West,Credit Card,20.0,4.66,27.96
1158058,1611906969,1611907325,1,1.36,Midtown East,Penn Station/Madison Sq West,Credit Card,6.5,1.96,11.76
178732,1609935651,1609936244,1,1.43,Lenox Hill West,Murray Hill,Credit Card,8.5,3.54,15.34
164740,1609911113,1609911485,0,2.6,Gramercy,Lenox Hill East,Cash,9.0,0.0,12.8
718861,1611057930,1611058405,3,1.4,Central Park,Upper West Side South,Credit Card,7.5,2.16,12.96
853271,1611308884,1611309190,1,0.53,Upper East Side North,Lenox Hill West,Credit Card,5.0,1.66,9.96
1022218,1611659512,1611660410,1,2.82,Upper West Side North,Upper East Side South,Credit Card,12.5,4.74,20.54
860527,1611315085,1611315601,1,1.0,Penn Station/Madison Sq West,UN/Turtle Bay South,Cash,7.0,0.0,10.3
1005882,1611607917,1611608610,3,3.35,SoHo,Sutton Place/Turtle Bay North,Dispute,-12.5,0.0,-16.3
10590,1609509425,1609510298,1,2.61,Lincoln Square West,NV,Cash,12.0,0.0,15.3
460355,1610522121,1610522743,1,2.8,Kips Bay,Yorkville West,Credit Card,10.5,2.76,16.56
1265289,1612114832,1612115492,1,2.25,Midtown Center,Upper East Side North,Credit Card,10.0,2.66,15.96
1104466,1611819414,1611820351,1,3.36,Fort Greene,Greenwich Village North,Credit Card,14.0,5.19,22.49
1226842,1612022854,1612023771,1,2.64,Flatiron,Financial District North,Credit Card,12.0,0.0,15.3
1085965,1611765490,1611766488,5,3.4,Lincoln Square East,Greenwich Village North,Cash,13.5,0.0,17.8
323828,1610208902,1610210057,1,3.0,Midtown East,West Village,Credit Card,14.0,3.45,20.75
624456,1610814563,1610814800,1,0.66,Gramercy,Greenwich Village North,Cash,4.5,0.0,7.8
685796,1610979026,1610979422,1,1.2,Greenwich Village North,SoHo,Cash,6.5,0.0,9.8
222191,1610017658,1610018022,1,0.9,Murray Hill,East Chelsea,Cash,6.0,0.0,9.3
611976,1610798491,1610798819,1,1.24,Central Harlem,Upper West Side North,Credit Card,6.5,1.96,11.76
332909,1610222217,1610223451,1,7.08,Lincoln Square East,Washington Heights North,Credit Card,22.5,6.45,32.25
882410,1611336983,1611337363,2,1.02,Upper East Side South,Lenox Hill West,Credit Card,6.0,2.06,12.36
536378,1610640314,1610640640,1,1.3,Kips Bay,Sutton Place/Turtle Bay North,Credit Card,6.0,2.05,12.35
484997,1610553033,1610553679,3,2.0,Upper East Side South,East Harlem South,Cash,9.5,0.0,12.8
1241093,1612044727,1612045276,1,1.6,West Village,Little Italy/NoLiTa,Credit Card,8.0,2.35,14.15
642830,1610880387,1610880581,1,1.44,Central Park,Central Park,Credit Card,6.0,0.93,10.23
657665,1610902119,1610902752,2,3.05,Upper East Side North,Union Sq,Cash,11.5,0.0,14.8
1132367,1611847638,1611848387,1,2.86,Midtown South,Lincoln Square West,Credit Card,11.5,2.96,17.76
217176,1610013183,1610013480,2,0.7,Upper East Side North,Upper East Side North,Cash,5.0,0.0,8.3
227260,1610024350,1610025635,1,9.0,LaGuardia Airport,Gramercy,Credit Card,27.0,7.25,43.67
528034,1610633738,1610635246,2,5.68,UN/Turtle Bay South,Steinway,Credit Card,20.5,4.26,25.56
672034,1610961244,1610961641,1,3.2,Kips Bay,Two Bridges/Seward Park,Cash,10.5,0.0,13.8
697045,1610994671,1610995414,1,2.42,Greenwich Village North,Battery Park City,Credit Card,10.5,2.76,16.56
